,ticker,company,industry,location,dividend,dividend_prc,latitude,longitude
69,DRI,Darden Restaurants,Consumer Discretionary,"Orlando, Florida",0.04,0.63,28.5383832,-81.3789269
70,DE,John Deere,Industrials,"Moline, Illinois",1.09,9.55,41.5067003,-90.51513419999999
71,XRAY,Dentsply Sirona,Health Care,"Charlotte, North Carolina",0.25,3.0,35.2270869,-80.8431267
72,DVN,Devon Energy,Energy,"Oklahoma City, Oklahoma",0.2,1.33,35.4675602,-97.5164276
73,DIS,Disney,Communication Services,"Burbank, California",0.21,1.08,34.1808392,-118.3089661
74,D,Dominion Energy,Utilities,"Richmond, Virginia",2.58,29.71,37.5407246,-77.4360481
75,DOV,Dover Corporation,Industrials,"Downers Grove, Illinois",0.47,2.44,41.8089191,-88.01117459999999
76,DTE,DTE Energy,Utilities,"Detroit, Michigan",2.06,19.23,42.331427,-83.0457538
77,DUK,Duke Energy,Utilities,"Charlotte, North Carolina",2.61,14.11,35.2270869,-80.8431267
78,DD,DuPont,Materials,"Wilmington, Delaware",1.4,2.67,39.744655,-75.5483909
79,EMN,Eastman Chemical Company,Materials,"Kingsport, Tennessee",1.76,17.11,36.548434,-82.5618186
80,ETN,Eaton Corporation,Industrials,"Dublin, Ireland",1.76,18.18,53.3498053,-6.2603097
81,ECL,Ecolab,Materials,"Saint Paul, Minnesota",0.48,3.45,44.9537029,-93.0899578
82,EIX,Edison International,Utilities,"Rosemead, California",0.83,8.08,34.0805651,-118.072846
83,LLY,Eli Lilly and Company,Health Care,"Indianapolis, Indiana",1.01,2.77,39.768403,-86.158068
84,EMR,Emerson Electric,Industrials,"Ferguson, Missouri",1.43,9.75,38.7442175,-90.3053915
85,ETR,Entergy,Utilities,"New Orleans, Louisiana",1.2,10.88,29.95106579999999,-90.0715323
86,EOG,EOG Resources,Energy,"Houston, Texas",0.1,2.26,29.7604267,-95.3698028
87,EQT,EQT,Energy,"Pittsburgh, Pennsylvania",1.18,29.37,40.44062479999999,-79.9958864
88,EFX,Equifax,Industrials,"Atlanta, Georgia",0.37,3.22,33.748752,-84.38768449999999
89,EQR,Equity Residential,Real Estate,"Chicago, Illinois",3.1,44.64,41.8781136,-87.6297982
90,ESS,Essex Property Trust,Real Estate,"San Mateo, California",2.32,13.47,37.5629917,-122.3255254
91,EL,Estée Lauder Companies (The),Consumer Staples,"New York City, New York",0.2,1.25,40.7127753,-74.0059728
92,EG,Everest Re,Financials,"Hamilton, Bermuda",0.12,0.59,32.2950716,-64.7842417
93,ES,Eversource,Utilities,"Hartford, Connecticut",0.1,0.89,41.7658043,-72.6733723
94,EXC,Exelon,Utilities,"Chicago, Illinois",1.0,15.54,41.8781136,-87.6297982
95,EXPD,Expeditors International,Industrials,"Seattle, Washington",0.12,1.49,47.6062095,-122.3320708
96,XOM,ExxonMobil,Energy,"Irving, Texas",1.76,9.32,32.8140177,-96.9488945
97,FDS,FactSet,Financials,"Norwalk, Connecticut",0.13,0.84,41.11774399999999,-73.4081575
98,FICO,Fair Isaac,Information Technology,"Bozeman, Montana",0.08,0.64,45.67931189999999,-111.037259
99,FAST,Fastenal,Industrials,"Winona, Minnesota",0.08,4.55,44.0553908,-91.6663523
100,FRT,Federal Realty,Real Estate,"Rockville, Maryland",1.82,24.47,39.0839973,-77.1527578
101,FITB,Fifth Third Bank,Financials,"Cincinnati, Ohio",0.93,3.89,39.1031182,-84.5120196
102,FE,FirstEnergy,Utilities,"Akron, Ohio",1.5,17.14,41.0814447,-81.51900529999999
103,F,Ford Motor Company,Consumer Discretionary,"Dearborn, Michigan",8.7,53.95,42.3222599,-83.17631449999999
104,BEN,Franklin Templeton,Financials,"San Mateo, California",0.24,3.79,37.5629917,-122.3255254
105,GD,General Dynamics,Industrials,"Falls Church, Virginia",0.76,4.68,38.88233400000001,-77.1710914
106,GE,General Electric,Industrials,"Boston, Massachusetts",1.09,0.66,42.3600825,-71.0588801
107,GIS,General Mills,Consumer Staples,"Golden Valley, Minnesota",0.82,9.26,44.9917149,-93.3600034
108,GPC,Genuine Parts Company,Consumer Discretionary,"Atlanta, Georgia",1.08,10.04,33.748752,-84.38768449999999
109,GL,Globe Life,Financials,"McKinney, Texas",0.27,2.98,33.1983388,-96.6389342
110,GS,Goldman Sachs,Financials,"New York City, New York",0.36,0.52,40.7127753,-74.0059728
111,HAL,Halliburton,Energy,"Houston, Texas",0.5,3.25,29.7604267,-95.3698028
112,HIG,Hartford (The),Financials,"Hartford, Connecticut",0.96,3.37,41.7658043,-72.6733723
113,HAS,Hasbro,Consumer Discretionary,"Pawtucket, Rhode Island",0.18,2.28,41.878711,-71.38255579999999
114,PEAK,Healthpeak,Real Estate,"Long Beach, California",2.19,63.91,33.7700504,-118.1937395
115,HSY,Hershey's,Consumer Staples,"Hershey, Pennsylvania",1.06,7.41,40.2859239,-76.65024679999999
116,HES,Hess Corporation,Energy,"New York City, New York",0.6,4.01,40.7127753,-74.0059728
117,HD,Home Depot (The),Consumer Discretionary,"Atlanta, Georgia",0.18,0.57,33.748752,-84.38768449999999
118,HON,Honeywell,Industrials,"Charlotte, North Carolina",0.73,2.82,35.2270869,-80.8431267
119,HRL,Hormel Foods,Consumer Staples,"Austin, Minnesota",0.35,12.19,43.6666296,-92.97463669999999
120,HST,Host Hotels & Resorts,Real Estate,"Bethesda, Maryland",0.86,19.5,38.984652,-77.0947092
121,HWM,Howmet Aerospace,Industrials,"Pittsburgh, Pennsylvania",0.64,1.16,40.44062479999999,-79.9958864
122,HPQ,HP Inc.,Information Technology,"Palo Alto, California",0.16,1.02,37.4418834,-122.1430195
123,HBAN,Huntington Bancshares,Financials,"Columbus, Ohio; Detroit, Michigan",0.8,9.19,42.331427,-83.0457538
124,IBM,IBM,Information Technology,"Armonk, New York",0.5,0.86,41.1264849,-73.71401949999999
125,IEX,IDEX Corporation,Industrials,"Lake Forest, Illinois",0.42,4.46,42.2586342,-87.840625
126,ITW,Illinois Tool Works,Industrials,"Glenview, Illinois",0.74,4.18,42.0778065,-87.8223368
127,INTC,Intel,Information Technology,"Santa Clara, California",0.11,0.37,37.3541079,-121.9552356
128,IP,International Paper,Materials,"Memphis, Tennessee",0.99,5.64,35.1495343,-90.0489801
129,IPG,Interpublic Group of Companies (The),Communication Services,"New York City, New York",0.36,1.31,40.7127753,-74.0059728
130,IVZ,Invesco,Financials,"Atlanta, Georgia",0.75,4.7,33.748752,-84.38768449999999
131,JBHT,J.B. Hunt,Industrials,"Lowell, Arkansas",0.05,1.98,36.2541286,-94.1368255
132,JKHY,Jack Henry & Associates,Financials,"Monett, Missouri",0.28,2.65,36.9197522,-93.92761030000001
133,JNJ,Johnson & Johnson,Health Care,"New Brunswick, New Jersey",1.2,4.79,40.4862157,-74.4518188
134,JCI,Johnson Controls,Industrials,"Cork, Ireland",0.05,0.95,51.8985143,-8.4756035
135,JPM,JPMorgan Chase,Financials,"New York City, New York",2.21,9.32,40.7127753,-74.0059728
136,KEY,KeyCorp,Financials,"Cleveland, Ohio",1.1,12.13,41.49932,-81.6943605
137,KMB,Kimberly-Clark,Consumer Staples,"Irving, Texas",1.07,4.13,32.8140177,-96.9488945
138,KIM,Kimco Realty,Real Estate,"New Hyde Park, New York",1.98,49.92,40.7351018,-73.6879082
139,LHX,L3Harris,Industrials,"Melbourne, Florida",0.2,2.32,28.0836269,-80.60810889999999
140,LEN,Lennar,Consumer Discretionary,"Miami, Florida",0.05,0.76,25.7616798,-80.1917902
141,LNC,Lincoln Financial,Financials,"Radnor, Pennsylvania",0.87,4.41,40.0462208,-75.3599105
142,LMT,Lockheed Martin,Industrials,"Bethesda, Maryland",0.55,4.6,38.984652,-77.0947092
143,L,Loews Corporation,Financials,"New York City, New York",0.75,9.45,40.7127753,-74.0059728
144,LOW,Lowe's,Consumer Discretionary,"Mooresville, North Carolina",0.11,1.06,35.5820319,-80.8140473
145,MTB,M&T Bank,Financials,"Buffalo, New York",5.0,20.77,42.88644679999999,-78.8783689
146,MRO,Marathon Oil,Energy,"Houston, Texas",0.86,18.23,29.7604267,-95.3698028
147,MAR,Marriott International,Consumer Discretionary,"Bethesda, Maryland",0.23,1.8,38.984652,-77.0947092
148,MMC,Marsh McLennan,Financials,"New York City, New York",1.4,4.76,40.7127753,-74.0059728
149,MLM,Martin Marietta Materials,Materials,"Raleigh, North Carolina",0.53,1.79,35.7795897,-78.6381787
150,MAS,Masco,Industrials,"Livonia, Michigan",0.36,3.21,42.36837,-83.35270969999999
151,MKC,McCormick & Company,Consumer Staples,"Hunt Valley, Maryland",0.76,15.66,39.4900013,-76.65850739999999
152,MCD,McDonald's,Consumer Discretionary,"Chicago, Illinois",0.52,3.25,41.8781136,-87.6297982
153,MCK,McKesson,Health Care,"Irving, Texas",0.24,1.41,32.8140177,-96.9488945
154,MDT,Medtronic,Health Care,"Dublin, Ireland",0.13,0.43,53.3498053,-6.2603097
155,MRK,Merck & Co.,Health Care,"Kenilworth, New Jersey",1.21,4.25,40.6764911,-74.2907032
156,MGM,MGM Resorts,Consumer Discretionary,"Paradise, Nevada",0.1,1.17,36.0971945,-115.1466648
157,MAA,Mid-America Apartment Communities,Real Estate,"Memphis, Tennessee",1.74,25.45,35.1495343,-90.0489801
158,TAP,Molson Coors Beverage Company,Consumer Staples,"Chicago, Illinois",0.7,4.27,41.8781136,-87.6297982
159,MCO,Moody's Corporation,Financials,"New York City, New York",0.74,11.46,40.7127753,-74.0059728
160,MS,Morgan Stanley,Financials,"New York City, New York",0.8,2.06,40.7127753,-74.0059728
161,MSI,Motorola Solutions,Information Technology,"Chicago, Illinois",0.32,0.16,41.8781136,-87.6297982
162,NWL,Newell Brands,Consumer Discretionary,"Atlanta, Georgia",0.83,6.15,33.748752,-84.38768449999999
163,NEM,Newmont,Materials,"Denver, Colorado",0.12,0.78,39.7392358,-104.990251
164,NEE,NextEra Energy,Utilities,"Juno Beach, Florida",2.14,77.0,26.8797819,-80.0533743
165,NKE,"Nike, Inc.",Consumer Discretionary,"Washington County, Oregon",0.48,12.92,45.5469616,-123.1386021
166,NI,NiSource,Utilities,"Merrillville, Indiana",0.81,28.54,41.4828144,-87.33281389999999
167,NDSN,Nordson Corporation,Industrials,"Westlake, Ohio",1.04,11.87,41.4553232,-81.9179173
168,NSC,Norfolk Southern Railway,Industrials,"Atlanta, Georgia",0.8,7.05,33.748752,-84.38768449999999
169,NTRS,Northern Trust,Financials,"Chicago, Illinois",0.54,1.44,41.8781136,-87.6297982
170,NOC,Northrop Grumman,Industrials,"West Falls Church, Virginia",1.2,7.64,38.8645565,-77.1877587
171,NUE,Nucor,Materials,"Charlotte, North Carolina",0.58,11.27,35.2270869,-80.8431267
172,OXY,Occidental Petroleum,Energy,"Houston, Texas",1.0,19.92,29.7604267,-95.3698028
173,OMC,Omnicom Group,Communication Services,"New York City, New York",0.7,2.76,40.7127753,-74.0059728
174,OKE,ONEOK,Energy,"Tulsa, Oklahoma",0.93,48.0,36.1539816,-95.99277500000001
175,PCAR,Paccar,Industrials,"Bellevue, Washington",2.7,102.42,47.6101497,-122.2015159
176,PH,Parker Hannifin,Industrials,"Cleveland, Ohio",0.68,3.53,41.49932,-81.6943605
177,PAYX,Paychex,Industrials,"Penfield, New York",0.24,1.39,43.1303407,-77.475551
178,PNR,Pentair,Industrials,"Worsley, United Kingdom",0.24,3.24,53.50754,-2.391199
179,PEP,PepsiCo,Consumer Staples,"Purchase, New York",0.55,2.62,41.0400135,-73.7144477
180,PFE,Pfizer,Health Care,"New York City, New York",0.35,2.14,40.7127753,-74.0059728
181,PCG,PG&E Corporation,Utilities,"San Francisco, California",1.2,8.37,37.7749295,-122.4194155
182,PNW,Pinnacle West,Utilities,"Phoenix, Arizona",1.05,8.65,33.4483771,-112.0740373
183,PNC,PNC Financial Services,Financials,"Pittsburgh, Pennsylvania",1.35,5.79,40.44062479999999,-79.9958864
184,PPG,PPG Industries,Materials,"Pittsburgh, Pennsylvania",1.58,10.91,40.44062479999999,-79.9958864
185,PPL,PPL Corporation,Utilities,"Allentown, Pennsylvania",1.04,25.85,40.6022939,-75.4714098
186,PG,Procter & Gamble,Consumer Staples,"Cincinnati, Ohio",0.99,4.99,39.1031182,-84.5120196
187,PGR,Progressive Corporation,Financials,"Mayfield Village, Ohio",0.26,8.09,41.5519952,-81.4392828
188,PLD,Prologis,Real Estate,"San Francisco, California",1.09,16.28,37.7749295,-122.4194155
189,PEG,Public Service Enterprise Group,Utilities,"Newark, New Jersey",2.16,33.61,40.735657,-74.1723667
190,PSA,Public Storage,Real Estate,"Glendale, California",1.48,14.93,34.1425078,-118.255075
191,PHM,PulteGroup,Consumer Discretionary,"Atlanta, Georgia",0.16,3.54,33.748752,-84.38768449999999
192,RJF,Raymond James,Financials,"St. Petersburg, Florida",0.3,6.5,27.7676008,-82.64029149999999
193,RTX,RTX Corporation,Industrials,"Waltham, Massachusetts",0.8,8.89,42.3764852,-71.2356113
194,O,Realty Income,Real Estate,"San Diego, California",1.99,66.59,32.715738,-117.1610838
195,REG,Regency Centers,Real Estate,"Jacksonville, Florida",1.9,26.11,30.3321838,-81.65565099999999
196,RF,Regions Financial Corporation,Financials,"Birmingham, Alabama",1.06,11.66,33.5185892,-86.8103567
197,RVTY,Revvity,Health Care,"Waltham, Massachusetts",0.42,1.95,42.3764852,-71.2356113
198,ROK,Rockwell Automation,Industrials,"Milwaukee, Wisconsin",1.02,10.59,43.0389025,-87.9064736
199,ROL,"Rollins, Inc.",Industrials,"Atlanta, Georgia",0.2,30.65,33.748752,-84.38768449999999
200,ROP,Roper Technologies,Information Technology,"Sarasota, Florida",0.21,1.57,27.336465,-82.5310117
201,ROST,Ross Stores,Consumer Discretionary,"Dublin, California",0.15,9.21,37.7159396,-121.9101221
202,RCL,Royal Caribbean Group,Consumer Discretionary,"Miami, Florida",0.46,2.23,25.7616798,-80.1917902
203,SLB,Schlumberger,Energy,"Houston, Texas",0.75,3.41,29.7604267,-95.3698028
204,SRE,Sempra Energy,Utilities,"San Diego, California",1.14,12.83,32.715738,-117.1610838
205,SHW,Sherwin-Williams,Materials,"Cleveland, Ohio",0.4,7.83,41.49932,-81.6943605
206,SPG,Simon Property Group,Real Estate,"Indianapolis, Indiana",2.02,25.97,39.768403,-86.158068
207,SJM,J.M. Smucker Company (The),Consumer Staples,"Orrville, Ohio",0.62,6.29,40.8436663,-81.7640212
208,SNA,Snap-on,Industrials,"Kenosha, Wisconsin",0.93,6.0,42.5847425,-87.82118539999999
209,SO,Southern Company,Utilities,"Atlanta, Georgia",1.01,27.65,33.748752,-84.38768449999999
210,LUV,Southwest Airlines,Industrials,"Dallas, Texas",0.02,0.21,32.7766642,-96.79698789999999
211,SWK,Stanley Black & Decker,Industrials,"New Britain, Connecticut",0.89,5.9,41.6612104,-72.7795419
212,STT,State Street Corporation,Financials,"Boston, Massachusetts",0.66,2.04,42.3600825,-71.0588801
213,SYK,Stryker Corporation,Health Care,"Kalamazoo, Michigan",0.13,0.92,42.2917069,-85.5872286
214,SYY,Sysco,Consumer Staples,"Houston, Texas",0.36,3.33,29.7604267,-95.3698028
215,TROW,T. Rowe Price,Financials,"Baltimore, Maryland",0.52,4.72,39.2903848,-76.6121893
216,TGT,Target Corporation,Consumer Staples,"Minneapolis, Minnesota",0.36,1.78,44.977753,-93.2650108
217,TFX,Teleflex,Health Care,"Wayne, Pennsylvania",0.56,2.37,40.0415996,-75.3698895
218,TXN,Texas Instruments,Information Technology,"Dallas, Texas",0.11,0.25,32.7766642,-96.79698789999999
219,TXT,Textron,Industrials,"Providence, Rhode Island",1.3,5.65,41.8239891,-71.4128343
220,TJX,TJX Companies,Consumer Discretionary,"Framingham, Massachusetts",0.15,8.31,42.279286,-71.4161565
221,TT,Trane Technologies,Industrials,"Dublin, Ireland",0.68,5.83,53.3498053,-6.2603097
222,TRV,Travelers Companies (The),Financials,"New York City, New York",1.07,5.37,40.7127753,-74.0059728
223,TFC,Truist,Financials,"Charlotte, North Carolina",0.63,5.35,35.2270869,-80.8431267
224,TSN,Tyson Foods,Consumer Staples,"Springdale, Arkansas",0.16,1.99,36.1745556,-94.1391271
225,USB,U.S. Bank,Financials,"Minneapolis, Minnesota",1.36,16.78,44.977753,-93.2650108
226,UDR,"UDR, Inc.",Real Estate,"Highlands Ranch, Colorado",0.81,24.89,39.5480789,-104.9739333
227,UNP,Union Pacific Corporation,Industrials,"Omaha, Nebraska",0.8,12.37,41.2565369,-95.9345034
228,UPS,United Parcel Service,Industrials,"Sandy Springs, Georgia",0.81,2.45,33.9304352,-84.3733147
229,UNH,UnitedHealth Group,Health Care,"Minnetonka, Minnesota",0.03,0.52,44.9211836,-93.4687489
230,VLO,Valero Energy,Energy,"San Antonio, Texas",0.32,10.28,29.4251905,-98.4945922
231,VTR,Ventas,Real Estate,"Chicago, Illinois",0.62,49.16,41.8781136,-87.6297982
232,VZ,Verizon,Communication Services,"New York City, New York",1.16,6.36,40.7127753,-74.0059728
233,VFC,VF Corporation,Consumer Discretionary,"Denver, Colorado",0.88,27.11,39.7392358,-104.990251
234,VMC,Vulcan Materials Company,Materials,"Birmingham, Alabama",0.82,2.65,33.5185892,-86.8103567
235,WAB,Wabtec,Industrials,"Pittsburgh, Pennsylvania",0.04,0.67,40.44062479999999,-79.9958864
236,WBA,Walgreens Boots Alliance,Consumer Staples,"Deerfield, Illinois",0.14,0.74,42.1711365,-87.8445119
237,WMT,Walmart,Consumer Staples,"Bentonville, Arkansas",0.23,0.63,36.3723561,-94.21021410000002
238,WM,Waste Management,Industrials,"Houston, Texas",0.01,0.13,29.7604267,-95.3698028
239,WEC,WEC Energy Group,Utilities,"Milwaukee, Wisconsin",1.56,31.49,43.0389025,-87.9064736
240,WFC,Wells Fargo,Financials,"San Francisco, California",0.86,7.89,37.7749295,-122.4194155
241,WST,West Pharmaceutical Services,Health Care,"Exton, Pennsylvania",0.51,5.7,40.0325817,-75.6274583
242,WY,Weyerhaeuser,Real Estate,"Seattle, Washington",0.49,5.43,47.6062095,-122.3320708
243,WHR,Whirlpool Corporation,Consumer Discretionary,"Benton Harbor, Michigan",1.36,4.79,42.1167065,-86.45418939999999
244,WMB,Williams Companies,Energy,"Tulsa, Oklahoma",0.6,4.73,36.1539816,-95.99277500000001
245,GWW,W. W. Grainger,Industrials,"Lake Forest, Illinois",0.66,2.43,42.2586342,-87.840625
246,XEL,Xcel Energy,Utilities,"Minneapolis, Minnesota",1.25,15.43,44.977753,-93.2650108
247,ZION,Zions Bancorporation,Financials,"Salt Lake City, Utah",0.69,2.16,40.7607793,-111.8910474
