,ticker,company,industry,location,dividend,dividend_prc,latitude,longitude
37,BBY,Best Buy,Consumer Discretionary,"Richfield, Minnesota",0.52,2.12,44.8832982,-93.28300209999999
38,BLK,BlackRock,Financials,"New York City, New York",1.15,2.25,40.7127753,-74.0059728
39,BK,BNY Mellon,Financials,"New York City, New York",0.86,4.33,40.7127753,-74.0059728
40,BA,Boeing,Industrials,"Chicago, Illinois",0.95,2.33,41.8781136,-87.6297982
41,BWA,BorgWarner,Consumer Discretionary,"Auburn Hills, Michigan",0.55,5.92,42.6875323,-83.2341028
42,BXP,Boston Properties,Real Estate,"Boston, Massachusetts",5.16,16.13,42.3600825,-71.0588801
43,BMY,Bristol Myers Squibb,Health Care,"New York City, New York",0.84,6.52,40.7127753,-74.0059728
44,BRO,Brown & Brown,Financials,"Daytona Beach, Florida",0.32,3.65,29.2108147,-81.0228331
45,BG,Bunge Limited,Consumer Staples,"Chesterfield, Missouri",0.54,1.43,38.6631083,-90.5770675
46,CHRW,C.H. Robinson,Industrials,"Eden Prairie, Minnesota",0.6,3.06,44.8546856,-93.47078599999999
47,CPT,Camden Property Trust,Real Estate,"Houston, Texas",2.76,11.75,29.7604267,-95.3698028
48,CPB,Campbell Soup Company,Consumer Staples,"Camden, New Jersey",0.68,4.04,39.9259463,-75.1196199
49,COF,Capital One,Financials,"Tysons Corner, Virginia",0.11,0.18,38.9187222,-77.2310925
50,CAH,Cardinal Health,Health Care,"Dublin, Ohio",0.18,0.64,40.0992294,-83.1140771
51,CCL,Carnival,Consumer Discretionary,"Miami, Florida",0.7,2.02,25.7616798,-80.1917902
52,CAT,Caterpillar Inc.,Industrials,"Irving, Texas",1.48,5.38,32.8140177,-96.9488945
53,CE,Celanese,Materials,"Irving, Texas",0.04,0.27,32.8140177,-96.9488945
54,CNP,CenterPoint Energy,Utilities,"Houston, Texas",0.44,7.5,29.7604267,-95.3698028
55,SCHW,Charles Schwab Corporation,Financials,"Westlake, Texas",0.08,1.02,32.991235,-97.19501380000001
56,CVX,Chevron Corporation,Energy,"San Ramon, California",1.7,6.08,37.7643595,-121.9539616
57,CB,Chubb Limited,Financials,"Zurich, Switzerland",2.56,11.34,47.3768866,8.541694
58,CHD,Church & Dwight,Consumer Staples,"Ewing, New Jersey",0.24,3.5,40.2599864,-74.79091249999999
59,CI,Cigna,Health Care,"Bloomfield, Connecticut",0.1,0.34,41.826488,-72.73009449999999
60,CINF,Cincinnati Financial,Financials,"Fairfield, Ohio",1.19,5.55,39.3454673,-84.5603187
61,CTAS,Cintas,Industrials,"Mason, Ohio",0.32,0.92,39.3600586,-84.309939
62,C,Citigroup,Financials,"New York City, New York",1.72,0.55,40.7127753,-74.0059728
63,CLX,Clorox,Consumer Staples,"Oakland, California",1.11,3.22,37.8043514,-122.2711639
64,CME,CME Group,Financials,"Chicago, Illinois",1.64,6.31,41.8781136,-87.6297982
65,KO,Coca-Cola Company (The),Consumer Staples,"Atlanta, Georgia",1.09,8.9,33.748752,-84.38768449999999
66,CL,Colgate-Palmolive,Consumer Staples,"New York City, New York",1.06,6.54,40.7127753,-74.0059728
67,CMA,Comerica,Financials,"Dallas, Texas",2.17,6.46,32.7766642,-96.79698789999999
68,CAG,Conagra Brands,Consumer Staples,"Chicago, Illinois",1.09,9.81,41.8781136,-87.6297982
69,COP,ConocoPhillips,Energy,"Houston, Texas",1.93,9.52,29.7604267,-95.3698028
70,ED,Consolidated Edison,Utilities,"New York City, New York",2.27,11.79,40.7127753,-74.0059728
71,COO,CooperCompanies,Health Care,"San Ramon, California",0.06,0.09,37.7643595,-121.9539616
72,COST,Costco,Consumer Staples,"Issaquah, Washington",0.43,1.35,47.5301011,-122.0326191
73,CTRA,Coterra,Energy,"Houston, Texas",0.16,5.03,29.7604267,-95.3698028
74,CSX,CSX,Industrials,"Jacksonville, Florida",0.4,23.87,30.3321838,-81.65565099999999
75,CMI,Cummins,Industrials,"Columbus, Indiana",1.2,9.61,39.2014404,-85.9213796
76,CVS,CVS Health,Health Care,"Woonsocket, Rhode Island",0.25,1.41,42.00287609999999,-71.51478390000001
77,DHI,D.R. Horton,Consumer Discretionary,"Arlington, Texas",0.35,1.55,32.735687,-97.10806559999999
78,DHR,Danaher Corporation,Health Care,"Washington, D.C.",0.06,0.33,38.9071923,-77.0368707
79,DRI,Darden Restaurants,Consumer Discretionary,"Orlando, Florida",0.08,0.55,28.5383832,-81.3789269
80,DE,John Deere,Industrials,"Moline, Illinois",1.21,5.23,41.5067003,-90.51513419999999
81,XRAY,Dentsply Sirona,Health Care,"Charlotte, North Carolina",0.24,1.0,35.2270869,-80.8431267
82,DVN,Devon Energy,Energy,"Oklahoma City, Oklahoma",0.28,0.84,35.4675602,-97.5164276
83,DLR,Digital Realty,Real Estate,"Austin, Texas",0.89,12.0,30.267153,-97.7430608
84,DIS,Disney,Communication Services,"Burbank, California",0.24,1.07,34.1808392,-118.3089661
85,D,Dominion Energy,Utilities,"Richmond, Virginia",2.68,15.69,37.5407246,-77.4360481
86,DPZ,Domino's,Consumer Discretionary,"Ann Arbor, Michigan",0.36,3.8,42.2808256,-83.7430378
87,DOV,Dover Corporation,Industrials,"Downers Grove, Illinois",0.65,3.57,41.8089191,-88.01117459999999
88,DTE,DTE Energy,Utilities,"Detroit, Michigan",2.06,10.94,42.331427,-83.0457538
89,DUK,Duke Energy,Utilities,"Charlotte, North Carolina",1.14,5.55,35.2270869,-80.8431267
90,DD,DuPont,Materials,"Wilmington, Delaware",1.44,2.7,39.744655,-75.5483909
91,EMN,Eastman Chemical Company,Materials,"Kingsport, Tennessee",1.76,10.84,36.548434,-82.5618186
92,ETN,Eaton Corporation,Industrials,"Dublin, Ireland",1.2,6.23,53.3498053,-6.2603097
93,ECL,Ecolab,Materials,"Saint Paul, Minnesota",0.35,1.31,44.9537029,-93.0899578
94,EIX,Edison International,Utilities,"Rosemead, California",1.0,4.88,34.0805651,-118.072846
95,LLY,Eli Lilly and Company,Health Care,"Indianapolis, Indiana",1.5,4.79,39.768403,-86.158068
96,EMR,Emerson Electric,Industrials,"Ferguson, Missouri",1.66,8.29,38.7442175,-90.3053915
97,ETR,Entergy,Utilities,"New Orleans, Louisiana",2.16,6.34,29.95106579999999,-90.0715323
98,EOG,EOG Resources,Energy,"Houston, Texas",0.2,1.37,29.7604267,-95.3698028
99,EQT,EQT,Energy,"Pittsburgh, Pennsylvania",1.6,12.06,40.44062479999999,-79.9958864
100,EFX,Equifax,Industrials,"Atlanta, Georgia",0.14,0.53,33.748752,-84.38768449999999
101,EQR,Equity Residential,Real Estate,"Chicago, Illinois",1.73,11.05,41.8781136,-87.6297982
102,ESS,Essex Property Trust,Real Estate,"San Mateo, California",3.22,7.38,37.5629917,-122.3255254
103,EL,Estée Lauder Companies (The),Consumer Staples,"New York City, New York",0.4,2.33,40.7127753,-74.0059728
104,EG,Everest Re,Financials,"Hamilton, Bermuda",0.43,0.71,32.2950716,-64.7842417
105,ES,Eversource,Utilities,"Hartford, Connecticut",0.66,6.16,41.7658043,-72.6733723
106,EXC,Exelon,Utilities,"Chicago, Illinois",1.6,9.61,41.8781136,-87.6297982
107,EXPD,Expeditors International,Industrials,"Seattle, Washington",0.26,1.22,47.6062095,-122.3320708
108,EXR,Extra Space Storage,Real Estate,"Salt Lake City, Utah",0.91,13.34,40.7607793,-111.8910474
109,XOM,ExxonMobil,Energy,"Irving, Texas",1.12,3.74,32.8140177,-96.9488945
110,FDS,FactSet,Financials,"Norwalk, Connecticut",0.22,0.8,41.11774399999999,-73.4081575
111,FICO,Fair Isaac,Information Technology,"Bozeman, Montana",0.08,0.23,45.67931189999999,-111.037259
112,FAST,Fastenal,Industrials,"Winona, Minnesota",0.62,12.34,44.0553908,-91.6663523
113,FRT,Federal Realty,Real Estate,"Rockville, Maryland",2.12,7.21,39.0839973,-77.1527578
114,FDX,FedEx,Industrials,"Memphis, Tennessee",0.3,0.39,35.1495343,-90.0489801
115,FITB,Fifth Third Bank,Financials,"Cincinnati, Ohio",1.43,5.94,39.1031182,-84.5120196
116,FE,FirstEnergy,Utilities,"Akron, Ohio",1.61,8.48,41.0814447,-81.51900529999999
117,FIS,FIS,Financials,"Jacksonville, Florida",0.2,1.36,30.3321838,-81.65565099999999
118,F,Ford Motor Company,Consumer Discretionary,"Dearborn, Michigan",0.4,5.97,42.3222599,-83.17631449999999
119,BEN,Franklin Templeton,Financials,"San Mateo, California",2.4,17.88,37.5629917,-122.3255254
120,FCX,Freeport-McMoRan,Materials,"Phoenix, Arizona",2.25,18.14,33.4483771,-112.0740373
121,GRMN,Garmin,Consumer Discretionary,"Schaffhausen, Switzerland",0.5,3.32,47.6958897,8.6380488
122,GD,General Dynamics,Industrials,"Falls Church, Virginia",1.52,4.32,38.88233400000001,-77.1710914
123,GE,General Electric,Industrials,"Boston, Massachusetts",0.88,0.68,42.3600825,-71.0588801
124,GIS,General Mills,Consumer Staples,"Golden Valley, Minnesota",1.26,9.45,44.9917149,-93.3600034
125,GPC,Genuine Parts Company,Consumer Discretionary,"Atlanta, Georgia",1.24,5.0,33.748752,-84.38768449999999
126,GL,Globe Life,Financials,"McKinney, Texas",0.44,2.19,33.1983388,-96.6389342
127,GPN,Global Payments,Financials,"Atlanta, Georgia",0.16,1.1,33.748752,-84.38768449999999
128,GS,Goldman Sachs,Financials,"New York City, New York",1.0,1.27,40.7127753,-74.0059728
129,HAL,Halliburton,Energy,"Houston, Texas",0.5,2.83,29.7604267,-95.3698028
130,HIG,Hartford (The),Financials,"Hartford, Connecticut",1.16,2.43,41.7658043,-72.6733723
131,HAS,Hasbro,Consumer Discretionary,"Pawtucket, Rhode Island",0.3,2.61,41.878711,-71.38255579999999
132,PEAK,Healthpeak,Real Estate,"Long Beach, California",1.68,16.9,33.7700504,-118.1937395
133,HSY,Hershey's,Consumer Staples,"Hershey, Pennsylvania",0.9,2.34,40.2859239,-76.65024679999999
134,HES,Hess Corporation,Energy,"New York City, New York",1.2,4.37,40.7127753,-74.0059728
135,HD,Home Depot (The),Consumer Discretionary,"Atlanta, Georgia",0.38,1.49,33.748752,-84.38768449999999
136,HON,Honeywell,Industrials,"Charlotte, North Carolina",0.81,3.4,35.2270869,-80.8431267
137,HRL,Hormel Foods,Consumer Staples,"Austin, Minnesota",0.5,9.81,43.6666296,-92.97463669999999
138,HST,Host Hotels & Resorts,Real Estate,"Bethesda, Maryland",0.34,3.56,38.984652,-77.0947092
139,HWM,Howmet Aerospace,Industrials,"Pittsburgh, Pennsylvania",0.6,1.11,40.44062479999999,-79.9958864
140,HPQ,HP Inc.,Information Technology,"Palo Alto, California",0.32,4.31,37.4418834,-122.1430195
141,HBAN,Huntington Bancshares,Financials,"Columbus, Ohio; Detroit, Michigan",0.83,6.59,42.331427,-83.0457538
142,IBM,IBM,Information Technology,"Armonk, New York",0.76,1.62,41.1264849,-73.71401949999999
143,IEX,IDEX Corporation,Industrials,"Lake Forest, Illinois",0.48,2.5,42.2586342,-87.840625
144,ITW,Illinois Tool Works,Industrials,"Glenview, Illinois",1.17,4.23,42.0778065,-87.8223368
145,INTC,Intel,Information Technology,"Santa Clara, California",0.28,1.95,37.3541079,-121.9552356
146,IP,International Paper,Materials,"Memphis, Tennessee",1.0,5.9,35.1495343,-90.0489801
147,IVZ,Invesco,Financials,"Atlanta, Georgia",0.33,4.51,33.748752,-84.38768449999999
148,JBHT,J.B. Hunt,Industrials,"Lowell, Arkansas",0.33,1.99,36.2541286,-94.1368255
149,JKHY,Jack Henry & Associates,Financials,"Monett, Missouri",0.18,1.14,36.9197522,-93.92761030000001
150,JNJ,Johnson & Johnson,Health Care,"New Brunswick, New Jersey",1.23,3.19,40.4862157,-74.4518188
151,JCI,Johnson Controls,Industrials,"Cork, Ireland",0.4,10.36,51.8985143,-8.4756035
152,JPM,JPMorgan Chase,Financials,"New York City, New York",1.36,6.08,40.7127753,-74.0059728
153,K,Kellogg's,Consumer Staples,"Battle Creek, Michigan",1.04,4.01,42.3211522,-85.17971419999999
154,KEY,KeyCorp,Financials,"Cleveland, Ohio",1.28,6.88,41.49932,-81.6943605
155,KMB,Kimberly-Clark,Consumer Staples,"Irving, Texas",2.76,8.49,32.8140177,-96.9488945
156,KIM,Kimco Realty,Real Estate,"New Hyde Park, New York",2.4,20.46,40.7351018,-73.6879082
157,KLAC,KLA Corporation,Information Technology,"Milpitas, California",0.24,1.01,37.4323341,-121.8995741
158,LHX,L3Harris,Industrials,"Melbourne, Florida",0.38,1.7,28.0836269,-80.60810889999999
159,LEN,Lennar,Consumer Discretionary,"Miami, Florida",0.55,1.25,25.7616798,-80.1917902
160,LNC,Lincoln Financial,Financials,"Radnor, Pennsylvania",1.44,4.74,40.0462208,-75.3599105
161,LMT,Lockheed Martin,Industrials,"Bethesda, Maryland",1.0,2.72,38.984652,-77.0947092
162,L,Loews Corporation,Financials,"New York City, New York",0.6,2.7,40.7127753,-74.0059728
163,LOW,Lowe's,Consumer Discretionary,"Mooresville, North Carolina",0.18,0.84,35.5820319,-80.8140473
164,MTB,M&T Bank,Financials,"Buffalo, New York",1.7,2.78,42.88644679999999,-78.8783689
165,MRO,Marathon Oil,Energy,"Houston, Texas",1.17,12.07,29.7604267,-95.3698028
166,MAR,Marriott International,Consumer Discretionary,"Bethesda, Maryland",0.38,1.51,38.984652,-77.0947092
167,MMC,Marsh McLennan,Financials,"New York City, New York",0.85,3.8,40.7127753,-74.0059728
168,MLM,Martin Marietta Materials,Materials,"Raleigh, North Carolina",0.83,1.78,35.7795897,-78.6381787
169,MAS,Masco,Industrials,"Livonia, Michigan",0.76,3.85,42.36837,-83.35270969999999
170,MKC,McCormick & Company,Consumer Staples,"Hunt Valley, Maryland",0.62,5.21,39.4900013,-76.65850739999999
171,MCD,McDonald's,Consumer Discretionary,"Chicago, Illinois",0.55,3.05,41.8781136,-87.6297982
172,MCK,McKesson,Health Care,"Irving, Texas",0.24,0.74,32.8140177,-96.9488945
173,MDT,Medtronic,Health Care,"Dublin, Ireland",0.26,0.75,53.3498053,-6.2603097
174,MRK,Merck & Co.,Health Care,"Kenilworth, New Jersey",1.52,10.32,40.6764911,-74.2907032
175,MET,MetLife,Financials,"New York City, New York",0.46,2.46,40.7127753,-74.0059728
176,MCHP,Microchip Technology,Information Technology,"Chandler, Arizona",0.34,4.03,33.3061605,-111.8412502
177,MSFT,Microsoft,Information Technology,"Redmond, Washington",3.32,17.31,47.6739881,-122.121512
178,MAA,Mid-America Apartment Communities,Real Estate,"Memphis, Tennessee",2.34,12.51,35.1495343,-90.0489801
179,TAP,Molson Coors Beverage Company,Consumer Staples,"Chicago, Illinois",1.16,5.39,41.8781136,-87.6297982
180,MDLZ,Mondelez International,Consumer Staples,"Chicago, Illinois",0.84,6.31,41.8781136,-87.6297982
181,MCO,Moody's Corporation,Financials,"New York City, New York",0.26,0.75,40.7127753,-74.0059728
182,MS,Morgan Stanley,Financials,"New York City, New York",1.06,3.46,40.7127753,-74.0059728
183,MSI,Motorola Solutions,Information Technology,"Chicago, Illinois",2.19,2.31,41.8781136,-87.6297982
184,NWL,Newell Brands,Consumer Discretionary,"Atlanta, Georgia",0.84,6.5,33.748752,-84.38768449999999
185,NEM,Newmont,Materials,"Denver, Colorado",0.4,1.31,39.7392358,-104.990251
186,NEE,NextEra Energy,Utilities,"Juno Beach, Florida",2.1,36.84,26.8797819,-80.0533743
187,NKE,"Nike, Inc.",Consumer Discretionary,"Washington County, Oregon",1.0,11.93,45.5469616,-123.1386021
188,NI,NiSource,Utilities,"Merrillville, Indiana",0.92,21.5,41.4828144,-87.33281389999999
189,NDSN,Nordson Corporation,Industrials,"Westlake, Ohio",0.64,4.48,41.4553232,-81.9179173
190,NSC,Norfolk Southern Railway,Industrials,"Atlanta, Georgia",0.45,1.95,33.748752,-84.38768449999999
191,NTRS,Northern Trust,Financials,"Chicago, Illinois",0.84,2.7,41.8781136,-87.6297982
192,NOC,Northrop Grumman,Industrials,"West Falls Church, Virginia",0.98,2.91,38.8645565,-77.1877587
193,NUE,Nucor,Materials,"Charlotte, North Carolina",1.33,8.63,35.2270869,-80.8431267
194,OXY,Occidental Petroleum,Energy,"Houston, Texas",1.2,6.02,29.7604267,-95.3698028
195,OMC,Omnicom Group,Communication Services,"New York City, New York",0.9,3.41,40.7127753,-74.0059728
196,OKE,ONEOK,Energy,"Tulsa, Oklahoma",1.06,20.72,36.1539816,-95.99277500000001
197,PCAR,Paccar,Industrials,"Bellevue, Washington",2.82,22.95,47.6101497,-122.2015159
198,PKG,Packaging Corporation of America,Materials,"Lake Forest, Illinois",0.9,7.44,42.2586342,-87.840625
199,PH,Parker Hannifin,Industrials,"Cleveland, Ohio",0.82,2.58,41.49932,-81.6943605
200,PAYX,Paychex,Industrials,"Penfield, New York",0.52,2.96,43.1303407,-77.475551
201,PNR,Pentair,Industrials,"Worsley, United Kingdom",0.5,2.64,53.50754,-2.391199
202,PEP,PepsiCo,Consumer Staples,"Purchase, New York",0.98,3.0,41.0400135,-73.7144477
203,PFE,Pfizer,Health Care,"New York City, New York",0.74,6.06,40.7127753,-74.0059728
204,PCG,PG&E Corporation,Utilities,"San Francisco, California",0.9,3.89,37.7749295,-122.4194155
205,PNW,Pinnacle West,Utilities,"Phoenix, Arizona",1.9,9.96,33.4483771,-112.0740373
206,PXD,Pioneer Natural Resources,Energy,"Irving, Texas",0.22,0.59,32.8140177,-96.9488945
207,PNC,PNC Financial Services,Financials,"Pittsburgh, Pennsylvania",2.0,6.21,40.44062479999999,-79.9958864
208,POOL,Pool Corporation,Consumer Discretionary,"Covington, Louisiana",0.32,1.23,30.4754702,-90.1009108
209,PPG,PPG Industries,Materials,"Pittsburgh, Pennsylvania",1.84,8.23,40.44062479999999,-79.9958864
210,PPL,PPL Corporation,Utilities,"Allentown, Pennsylvania",1.58,13.87,40.6022939,-75.4714098
211,PFG,Principal Financial Group,Financials,"Des Moines, Iowa",0.55,2.4,41.5868353,-93.6249593
212,PG,Procter & Gamble,Consumer Staples,"Cincinnati, Ohio",1.06,3.26,39.1031182,-84.5120196
213,PGR,Progressive Corporation,Financials,"Mayfield Village, Ohio",0.12,0.89,41.5519952,-81.4392828
214,PLD,Prologis,Real Estate,"San Francisco, California",3.2,15.12,37.7749295,-122.4194155
215,PRU,Prudential Financial,Financials,"Newark, New Jersey",0.62,2.34,40.735657,-74.1723667
216,PEG,Public Service Enterprise Group,Utilities,"Newark, New Jersey",2.23,16.29,40.735657,-74.1723667
217,PSA,Public Storage,Real Estate,"Glendale, California",1.85,5.65,34.1425078,-118.255075
218,PHM,PulteGroup,Consumer Discretionary,"Atlanta, Georgia",0.19,0.6,33.748752,-84.38768449999999
219,QCOM,Qualcomm,Information Technology,"San Diego, California",0.32,1.26,32.715738,-117.1610838
220,DGX,Quest Diagnostics,Health Care,"Secaucus, New Jersey",0.57,1.57,40.7895453,-74.05652979999999
221,RL,Ralph Lauren Corporation,Consumer Discretionary,"New York City, New York",0.2,0.59,40.7127753,-74.0059728
222,RJF,Raymond James,Financials,"St. Petersburg, Florida",0.32,3.11,27.7676008,-82.64029149999999
223,RTX,RTX Corporation,Industrials,"Waltham, Massachusetts",1.45,8.63,42.3764852,-71.2356113
224,O,Realty Income,Real Estate,"San Diego, California",1.55,16.79,32.715738,-117.1610838
225,REG,Regency Centers,Real Estate,"Jacksonville, Florida",2.18,8.68,30.3321838,-81.65565099999999
226,RF,Regions Financial Corporation,Financials,"Birmingham, Alabama",1.35,6.93,33.5185892,-86.8103567
227,RSG,Republic Services,Industrials,"Phoenix, Arizona",0.5,3.35,33.4483771,-112.0740373
228,RVTY,Revvity,Health Care,"Waltham, Massachusetts",0.28,1.64,42.3764852,-71.2356113
229,RHI,Robert Half,Industrials,"Menlo Park, California",0.27,1.33,37.4529598,-122.1817252
230,ROK,Rockwell Automation,Industrials,"Milwaukee, Wisconsin",0.78,2.29,43.0389025,-87.9064736
231,ROL,"Rollins, Inc.",Industrials,"Atlanta, Georgia",0.24,12.61,33.748752,-84.38768449999999
232,ROP,Roper Technologies,Information Technology,"Sarasota, Florida",0.41,1.44,27.336465,-82.5310117
233,ROST,Ross Stores,Consumer Discretionary,"Dublin, California",0.19,3.58,37.7159396,-121.9101221
234,RCL,Royal Caribbean Group,Consumer Discretionary,"Miami, Florida",0.54,1.45,25.7616798,-80.1917902
235,SPGI,S&P Global,Financials,"New York City, New York",0.96,2.98,40.7127753,-74.0059728
236,SLB,Schlumberger,Energy,"Houston, Texas",0.82,3.22,29.7604267,-95.3698028
237,STX,Seagate Technology,Information Technology,"Dublin, Ireland",0.28,3.37,53.3498053,-6.2603097
238,SRE,Sempra Energy,Utilities,"San Diego, California",1.12,4.81,32.715738,-117.1610838
239,SHW,Sherwin-Williams,Materials,"Cleveland, Ohio",0.78,6.79,41.49932,-81.6943605
240,SPG,Simon Property Group,Real Estate,"Indianapolis, Indiana",2.75,9.64,39.768403,-86.158068
241,SJM,J.M. Smucker Company (The),Consumer Staples,"Orrville, Ohio",1.04,3.81,40.8436663,-81.7640212
242,SNA,Snap-on,Industrials,"Kenosha, Wisconsin",1.0,4.56,42.5847425,-87.82118539999999
243,SO,Southern Company,Utilities,"Atlanta, Georgia",1.46,10.11,33.748752,-84.38768449999999
244,LUV,Southwest Airlines,Industrials,"Dallas, Texas",0.02,0.14,32.7766642,-96.79698789999999
245,SWK,Stanley Black & Decker,Industrials,"New Britain, Connecticut",1.13,3.82,41.6612104,-72.7795419
246,STT,State Street Corporation,Financials,"Boston, Massachusetts",0.7,2.08,42.3600825,-71.0588801
247,STLD,Steel Dynamics,Materials,"Fort Wayne, Indiana",0.4,7.38,41.079273,-85.1393513
248,STE,Steris,Health Care,"Dublin, Ireland",0.08,0.43,53.3498053,-6.2603097
249,SYK,Stryker Corporation,Health Care,"Kalamazoo, Michigan",0.09,0.23,42.2917069,-85.5872286
250,SYY,Sysco,Consumer Staples,"Houston, Texas",0.45,2.09,29.7604267,-95.3698028
251,TROW,T. Rowe Price,Financials,"Baltimore, Maryland",0.92,4.9,39.2903848,-76.6121893
252,TGT,Target Corporation,Consumer Staples,"Minneapolis, Minnesota",0.34,0.98,44.977753,-93.2650108
253,TFX,Teleflex,Health Care,"Wayne, Pennsylvania",0.94,2.18,40.0415996,-75.3698895
254,TXN,Texas Instruments,Information Technology,"Dallas, Texas",0.1,0.58,32.7766642,-96.79698789999999
255,TXT,Textron,Industrials,"Providence, Rhode Island",1.4,4.19,41.8239891,-71.4128343
256,TJX,TJX Companies,Consumer Discretionary,"Framingham, Massachusetts",0.21,4.49,42.279286,-71.4161565
257,TT,Trane Technologies,Industrials,"Dublin, Ireland",1.07,4.74,53.3498053,-6.2603097
258,TRV,Travelers Companies (The),Financials,"New York City, New York",0.9,3.57,40.7127753,-74.0059728
259,TFC,Truist,Financials,"Charlotte, North Carolina",1.43,7.02,35.2270869,-80.8431267
260,TSN,Tyson Foods,Consumer Staples,"Springdale, Arkansas",0.16,1.19,36.1745556,-94.1391271
261,USB,U.S. Bank,Financials,"Minneapolis, Minnesota",1.2,7.14,44.977753,-93.2650108
262,UDR,"UDR, Inc.",Real Estate,"Highlands Ranch, Colorado",1.18,12.3,39.5480789,-104.9739333
263,UNP,Union Pacific Corporation,Industrials,"Omaha, Nebraska",1.2,10.46,41.2565369,-95.9345034
264,UPS,United Parcel Service,Industrials,"Sandy Springs, Georgia",1.27,2.84,33.9304352,-84.3733147
265,UNH,UnitedHealth Group,Health Care,"Minnetonka, Minnesota",0.03,0.08,44.9211836,-93.4687489
266,UHS,Universal Health Services,Health Care,"King of Prussia, Pennsylvania",0.32,1.4,40.1012856,-75.3835525
267,VLO,Valero Energy,Energy,"San Antonio, Texas",0.36,2.18,29.4251905,-98.4945922
268,VTR,Ventas,Real Estate,"Chicago, Illinois",1.4,13.47,41.8781136,-87.6297982
269,VZ,Verizon,Communication Services,"New York City, New York",1.58,11.53,40.7127753,-74.0059728
